,user_names,user_levels,user_stars,omments,create_times,order_infos
40,****G,PLUS会员,5,"iPhone 14手机收到了，买的是星光色，超级好看的颜
色！外观很漂亮，是我喜欢的颜色，颜值非常高的一款
手机。苹果的品质真的是非常的不错,这款13的价格性
价比也很好。13外观和14相似，手感都很不错，摸着很
有质感。买14就是看重系统来的，运行非常的流畅，打
游戏非常一点都不会发热。包装的很好，包装盒里总算
放了塑料气泡，收到完好无损。开机激活后没有发现瑕
疵，各项指标都很完美。续航方面比我的13提升了很
多，信号也很好，下载速度很快。然后运行方面流畅了
许多，丝滑的感觉，简直完美！拍照效果很清晰，清晰度
很高,镜头拉到最近了依然很清楚，暗光下拍摄效果很
棒！运行速度是真的快,打游戏干嘛的一点不会延迟,
也没有卡顿！而且拍照支持多倍拍摄，电影模式真的超
赞! A16芯片配合ios 15系统,操作非常顺滑，续航能力
非常强！星光色特别耐看，非常满意的购物！",2022-11-06 15:08,蓝色256GB
41,许***安,PLUS会员,5,"待机时间真的很长，日常使用一天充一次都用不 完，这款新出的苹果手机质量很好，系统流畅，信号稳定，手感很好，磨砂的外壳手感挺好的，金属的边框坚硬结实，屏幕分辨率比较高，拍照清楚，品示艳丽，外观新颖，质量可靠，很快就收到了。 手机太完美了，而且屏幕很清晰，色彩鲜艳，运行速度也很快，音质也很不错主要相机提升很大，拍照很提升很大特别是raw,续航还没有试，手感比以上版本系列要高，运行速度很快，尤其打开程序时 反应很快，续航提升，屏幕提升，拍照大提升，进 光量加大，税化减少，夜景拍照提升不少，4800raw细节提升明显，灵动岛算是目前无聊的手机市场里面一个有趣的插曲。质感在线，紫色我很喜欢。背面一如既往的经典设计，紫色也很耐看，正面灵动岛也很有新鲜感，就是手机重量越来越重了。",2022-11-06 15:08,蓝色256GB
42,自***2,PLUS会员,5,"2022年昌
拍摄方面，前置采用新的原深感镜头，1.9&mu:m像素，支持
行业自动对焦，即使在低亮度环境下也能实现较快的对焦速度，后置依1日依1日采用1200万像素广角/超广角双摄配置，全新的1200 万像素主摄像头，传感器更大，单位像索达到1.9&mu;m，F/1.5光圈，传感器位移 OIS，低光捕获提高了
49%。夜问模式曝光速度提升两倍。视频新增运动防抖模
动态拍摄更加稳定。用了快半月，没有出现起热，卡顿的现规范 对于我不玩游戏的人来说，14挺好的，刚开始买的时候
看见评论，各种担心，用了一段时间后感觉很不错，屏幕非
常细腻，很好，看上去非常舒服，比一般手机强多了，音效
挡士墙是也很高，听歌很舒适，值得推荐。早买早亨受！14拍照真的好看！比13强太多啦，拍视频也绝绝子！很喜欢紫
日电池的使用时间也比之前的机型要棒很多，因为不喜欢灵
钢筋混凝士动岛，所以买了这个标准版，还是这个看起来顺眼续航立体连拍照效果很清晰，运行速度很畅快，非常不错
夜色比较清晰_靓丽。",2022-11-06 15:08,蓝色256GB
43,u***8,PLUS会员,5,外观：漂亮，精致，高端大气，握在手上刚刚好 屏幕音效：色彩细腻不伤眼，清晰流畅，放歌音效也立体很好 拍照效果：拍照很清晰，前摄像头更是拍的美美的 运行速度：很快很流畅，游戏真的很棒，不卡 待机时间：一般使用二天多点,2022-11-06 15:08,蓝色256GB
44,J***a,PLUS会员,5,"iPhone 14 延续子上一代Phone13的设计语
吉，边缘平坦设计，拥有五种颜色可选择，紫
色、蓝色、午夜色、星光色和红色。屏辯方
面，iPhone 14 采用6.1OLED 超视网膜 XDR
显示屏，分辦帝 2532*1970，最高支持
1200nts 亮康，支持100%DCI-P3 色域以及原
彩显示，屏蔣刷新率依1日为 6OHz®
搭载 A15 芯片，6核心CPU， 5核心 GPU 采用
全新 16 核神经网络弓擎，适用于各美机器学
习任务。
拍摄方面，前置采用新的原深感镜头，19um
像泰，支持自动对焦，即使在低亮度环項下也
能实现较快的对焦速度，后置依日依日采用
1200万像泰广角，超广 角双援記登，全新的
1200 万像素主摄像头，传感器更大，单位像
素达到19 um，F/1.5光圈，传感器位移 のs
低光捕殎提高了 49%。夜间校式曝光速度瑞口
升两倍。视频新增远动防抖模式，动态拍摄
4nTe",2022-11-06 15:08,蓝色256GB
45,年***i,PLUS会员,5,"外形外观：直边行设计，握感非常舒适.
屏幕音效：显示细腻，音效还是一如既往的好.搭配Apple AirPods连接非常灵敏.
拍照效果：拍照清晰，防抖效果非常棒.
运行速度：IOS系统，运行效率快，三年内都不会卡顿
待机时间：这个算是诟病吧，反正之前的手机一天两充",2022-11-06 15:08,蓝色256GB
46,****r,PLUS会员,5,"美观好看，手感没得
说，是我要的质感 屏幕音效：音效不错，音质很清路。
牛 照效果：很强大，清逝，使用很流场，拍出效果很好
运行速度：很流汤，不卡 待机时间：比之前的13待机长
其他特色：用着很顺手",2022-11-06 15:08,蓝色256GB
47,酷***云,PLUS会员,5,"苹果手机14，128GB 完美x*拍摄方面，前置采用新的原 深感镜头 1.9&mu;m 像素，支 持自动对焦， 即使在低亮度环境下也能实现较快 的对焦 速度后置依旧依旧采用 1200万像素广角/超广角双摄配 置，全新的1200万像素主摄像头 ，传感器更大，单位 像素达到1.9
&mu;m，F/1.5 光圈，传感器位移 OIS，低光捕 获提高了 49%。夜间 模式曝光速度提升两倍。视频新 增运动防真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！真的很好，性价比也很高，质量也很好，物流也快啊！一天就到货了！抖模式，动态拍摄更加 稳定。用了快半月，没有 出现起 热，卡顿的现象，对于我不玩游戏 的人来说，14挺好的，刚开始买 的时候看见评论， 各种担心，用了一段时间后感觉很不错，屏幕非 常细腻，很好，看上去非 常舒服 比一般手机强多了， 音效也很高， 听歌很舒适，值得推荐。早买早享 受!14拍照真的很好看!比13强太 多啦",2022-11-06 15:08,蓝色256GB
48,清***荷,PLUS会员,5,"外形外观：好看
屏幕音效：好，声音比之前手机大
拍照效果：好
运行速度：快，非常快
待机时间：充一次电用一天
其他特色：好看，手感好，轻便，屏幕效果好，信号也不错",2022-11-06 15:08,蓝色256GB
49,y***n,PLUS会员,5,"很时尚耐看，14的加长版。1屏幕音效：画质细
腻，和pro Max几乎没啥差别，声音很给力。1拍
照效果：拍照很不错，日常完全够用，暗光也很不
错。
1运行速度：运行速度刚刚的，满血版 A15，
性能已然过剩。1待机时间：续航时间仅次于14pro
Max， 日常完全够用",2022-11-06 15:08,蓝色256GB
50,****c,PLUS会员,5,音效屏幕清晰，显示清楚不花屏，超级舒服拍照效果：拍照很清晰呢，再也不怕拍不出好照片运行速度：运行速度也不错，使用起来不是很烫待机时间：待机时间够用的，外观设计风格简约大气上档次。屏幕大小尺寸比较合适。屏幕的分辨率比较清晰。音质效非常不错。听歌听音乐非常舒心。拍照效果特别好。照片儿拍出来比较漂亮。运行速度特别快。待机时间比较长。外观很漂亮，。这款手机颜值非常高，苹果手机感觉真的不是安卓手机能比的，系统流畅度太棒了，其他各方面也一样的强，运行非常流畅没有卡顿。显示屏看着很舒服，非常漂亮。手感超好很喜欢。除了运行更流畅之外，它的机身手感也很好超薄。拍照的很像非常的清晰、很好看，屏幕分辨率显示很高，眼睛看着很舒服，音质很好，已经使用好几天了，体验感非常好，没有丝毫的卡顿迹象，运行 APP 都非常流畅。速度非常完美，尺寸比较合适，续航能力强，配合原装充电器，一个半小时充满电。到货快，好评。,2022-11-17 10:41,紫色256GB
51,G***哥,,5,"外形外观：外观还是蛮好看的，远峰蓝。
屏幕音效：立体声好听起来好舒服的耶。
拍照效果：这个可以，对拍照要求不高，一张照片25M，好大的内存。
运行速度：很好。
待机时间：明显时间长了很多。",2022-11-17 10:41,紫色256GB
52,J***o,PLUS会员,5,星光色;256GB；拍摄方面，前置采用新的原 深感镜头1.9&mu;m 像素，支持自动对焦，即使在低亮度环境下也能实现较快 的对焦 速度后置依旧依旧采用1200万像素广角/超广角双摄配 置，全新的1200万像素主摄像头，传感器更大，单位 像素达到1.9&mu;m，F/1.5光圈，传感器位移 OIS，低光捕 获提高了 49%。夜间 模式曝光速度提升两倍。视频新 增运动防抖模式，动态拍摄更加稳定。用了快半月，没有 出现起 热，卡顿的现象，对干我不玩游戏 的人来说，14 挺好的，刚开始买 的时候看见评论，各种担心，用了 - 段时间后感觉很不错，屏幕非 常细腻.很好，看上去非 常舒服 比一般手机强多了，音效也很高，听歌很舒适，值得推荐。,2022-11-17 10:41,紫色256GB
53,q***2,PLUS会员,5,"很好的手机，速度快，质感好，非常有质感
拍照效果：很完美，色彩饱和度好
屏幕音效：清晰圆润，
运行速度：速度很快，处理器好
外形外观：有质感，漂亮
待机时间：挺长的",2022-11-17 10:41,紫色256GB
54,桑***子,,5,"外形外观：很好，手感不错
屏幕音效：音质没说的
拍照效果：还是很强大，很细腻
运行速度：很流畅，也不卡
待机时间：相比我之前的12待机更长了。用着
其他特色：用着很称手。",2022-11-17 10:41,紫色256GB
55,w***n,PLUS会员,5,镜头，支持自动对焦，即使在低亮彦环境下也能实现较快的对焦速度，视频新增运动防抖模式，动态拍摄更加稳定。用了几天，没有出现起热，卡顿的现象，对于我不玩游戏的人来说，14挺好的，刚开始买的时候看见评论，各种担心，用子一段时间后感觉很不错，屏籍非常细腻，很好，看上去非常舒服，比一股手机强多了，做效也很膏:听歌很舒适，值得推荐。早买早享受!14拍照真的很好看!比13强太多啦，拍视频也绝绝子!!而且电池的使用时间也比之前的机型要棒很多，因为不喜欢灵动岛，所以买了这个标准版，还是这个看起来顺眼。续航能力很好，拍照效果很清晰，运行速度很畅快，非常不错，午夜色比较清晰，靓丽，外形外观，没有多大改变，刘海屏有较大的变化，摄像头排布没有变化，运行速度挺快，流畅度也没的说，总体效果，很满意，很喜欢。果友们，入手吧，不要犹豫。,2022-11-17 10:41,紫色256GB
56,j***e,PLUS会员,5,"外形外观：星光色，很漂亮，很好看，精致。
屏幕音效：屏幕很亮，分辨率够。
拍照效果：拍照很棒，效果很好。
运行速度：很流畅，不卡。
待机时间：一天够用。
其他特色：买它",2022-11-17 10:41,紫色256GB
57,小***9,,3,还行 就是充电很容易热,2022-11-17 10:41,紫色256GB
58,J***o,PLUS会员,5,"外形外观：很好用，很流畅，适合喜欢一手掌握手机的人，Pro个人觉得太重了
屏幕音效：很好，OLED 屏幕用起来很舒服
拍照效果：很好，比13提升了点，
运行速度：完美，满血的处理器，比13好
待机时间：很持久",2022-11-17 10:41,紫色256GB
59,小***1,PLUS会员,5,"外形外观：很漂亮，摸起来很舒服
屏幕音效：听起来很好，音质很好
拍照效果：很清晰，好看
运行速度：非常快，一点都不卡
待机时间：一天没问题",2022-11-17 10:41,紫色256GB
60,從***嗎,PLUS会员,5,"外形外观：简洁大方
屏幕音效：屏幕清晰，声音透亮
拍照效果：比我上一台8p好很多
运行速度：较快
待机时间：较长，以前玩王者一边充电还是掉电，现在满电能玩4/5个小时",2022-11-26 15:05,星光色256GB
